Athlete,Age,Year,Closing Ceremony Date,Gold Medals,Silver Medals,Bronze Medals,Total Medals
Björn Bach,28,2004,08/29/2004,0,1,0,1
Hanna Balabanova,34,2004,08/29/2004,0,0,1,1
Ledys Balceiro,29,2004,08/29/2004,0,1,0,1
Marcus Becker,22,2004,08/29/2004,0,1,0,1
Beniamino Bonomi,36,2004,08/29/2004,0,1,0,1
Kinga Bóta,27,2004,08/29/2004,0,1,0,1
Caroline Brunet,35,2004,08/29/2004,0,0,1,1
Olena Cherevatova,34,2004,08/29/2004,0,0,1,1
Tony Estanguet,26,2004,08/29/2004,1,0,0,1
Nils Olav Fjeldheim,27,2004,08/29/2004,0,0,1,1
Ben Fouhy,25,2004,08/29/2004,0,1,0,1
Rebecca Giddens,26,2004,08/29/2004,0,1,0,1
Christian Gille,28,2004,08/29/2004,1,0,0,1
Stefan Henze,23,2004,08/29/2004,0,1,0,1
Pavol Hochschorner,24,2004,08/29/2004,1,0,0,1
Peter Hochschorner,24,2004,08/29/2004,1,0,0,1
Gábor Horváth,32,2004,08/29/2004,1,0,0,1
Josefa Idem-Guerrini,39,2004,08/29/2004,0,1,0,1
Andreas Ihle,25,2004,08/29/2004,0,1,0,1
Elena Kaliská,32,2004,08/29/2004,1,0,0,1
Zoltán Kammerer,26,2004,08/29/2004,1,0,0,1
György Kolonics,32,2004,08/29/2004,0,0,1,1
György Kozmann,26,2004,08/29/2004,0,0,1,1
Fabien Lefèvre,22,2004,08/29/2004,0,0,1,1
Vadim Makhnyov,24,2004,08/29/2004,0,0,1,1
Michal Martikán,25,2004,08/29/2004,0,1,0,1
Meng Guanliang,27,2004,08/29/2004,1,0,0,1
Henrik Nilsson,28,2004,08/29/2004,1,0,0,1
Maike Nollen,26,2004,08/29/2004,1,0,0,1
Maksim Opalev,25,2004,08/29/2004,0,0,1,1
Markus Oscarsson,27,2004,08/29/2004,1,0,0,1
Inna Osypenko-Radomska,21,2004,08/29/2004,0,0,1,1
Aneta Pastuszka-Konieczna,26,2004,08/29/2004,0,0,1,1
Benoît Peschier,24,2004,08/29/2004,1,0,0,1
Roman Petrushenko,23,2004,08/29/2004,0,0,1,1
Stefan Pfannmöller,23,2004,08/29/2004,0,0,1,1
Ronald Rauhe,22,2004,08/29/2004,1,0,0,1
Helen Reeves,23,2004,08/29/2004,0,0,1,1
Michal Riszdorfer,27,2004,08/29/2004,0,0,1,1
Richard Riszdorfer,23,2004,08/29/2004,0,0,1,1
Clint Robinson,32,2004,08/29/2004,0,1,0,1
Ibrahim Rojas,28,2004,08/29/2004,0,1,0,1
Antonio Rossi,35,2004,08/29/2004,0,1,0,1
Beata Sokolowska-Kulesza,30,2004,08/29/2004,0,0,1,1
Ondrej Štepánek,24,2004,08/29/2004,0,0,1,1
Botond Storcz,29,2004,08/29/2004,1,0,0,1
Szilvia Szabó,25,2004,08/29/2004,0,1,0,1
Tetiana Teklian-Semykina,30,2004,08/29/2004,0,0,1,1
Stefan Ulm,28,2004,08/29/2004,0,1,0,1
Attila Vajda,21,2004,08/29/2004,0,0,1,1
Ákos Vereckei,26,2004,08/29/2004,1,0,0,1
Erzsébet Viski,24,2004,08/29/2004,0,1,0,1
Erik Vlcek,22,2004,08/29/2004,0,0,1,1
Jaroslav Volf,24,2004,08/29/2004,0,0,1,1
Katrin Wagner-Augustin,26,2004,08/29/2004,1,0,0,1
Campbell Walsh,26,2004,08/29/2004,0,1,0,1
Tim Wieskötter,25,2004,08/29/2004,1,0,0,1
Tomasz Wylenzek,21,2004,08/29/2004,1,0,0,1
Ian Wynne,30,2004,08/29/2004,0,0,1,1
Yang Wenjun,20,2004,08/29/2004,1,0,0,1
Mark Zabel,31,2004,08/29/2004,0,1,0,1
Björn Bach,24,2000,10/01/2000,0,1,0,1
Ledys Balceiro,25,2000,10/01/2000,0,1,0,1
Pawel Baraszkiewicz,23,2000,10/01/2000,0,1,0,1
Anne-Lise Bardet,30,2000,10/01/2000,0,0,1,1
Krisztián Bártfai,26,2000,10/01/2000,0,0,1,1
Dariusz Bialkowski,30,2000,10/01/2000,0,0,1,1
Beniamino Bonomi,32,2000,10/01/2000,1,0,0,1
Katrin Borchert,31,2000,10/01/2000,0,0,1,1
Tim Brabants,23,2000,10/01/2000,0,0,1,1
Caroline Brunet,31,2000,10/01/2000,0,1,0,1
Danny Collins,29,2000,10/01/2000,0,1,0,1
Tony Estanguet,22,2000,10/01/2000,1,0,0,1
Pierpaolo Ferrazzi,35,2000,10/01/2000,0,0,1,1
Steve Giles,28,2000,10/01/2000,0,0,1,1
Brigitte Guibal,29,2000,10/01/2000,0,1,0,1
Štepánka Hilgertová,32,2000,10/01/2000,1,0,0,1
Pavol Hochschorner,21,2000,10/01/2000,1,0,0,1
Peter Hochschorner,21,2000,10/01/2000,1,0,0,1
Gábor Horváth,28,2000,10/01/2000,1,0,0,1
Josefa Idem-Guerrini,36,2000,10/01/2000,1,0,0,1
Raluca Ionita,24,2000,10/01/2000,0,0,1,1
Daniel Jedraszko,24,2000,10/01/2000,0,1,0,1
Marek Jiras,22,2000,10/01/2000,0,0,1,1
Rita Kobán,35,2000,10/01/2000,0,1,0,1
Lars Kober,23,2000,10/01/2000,0,0,1,1
Michael Kolganov,25,2000,10/01/2000,0,0,1,1
György Kolonics,28,2000,10/01/2000,1,0,0,1
Grzegorz Kotowicz,27,2000,10/01/2000,0,0,1,1
Krzysztof Kolomanski,27,2000,10/01/2000,0,1,0,1
Mariana Limbau,23,2000,10/01/2000,0,0,1,1
Tomáš Máder,26,2000,10/01/2000,0,0,1,1
Michal Martikán,21,2000,10/01/2000,0,1,0,1
Juraj Mincík,23,2000,10/01/2000,0,0,1,1
Manuela Mucke,25,2000,10/01/2000,1,0,0,1
Henrik Nilsson,24,2000,10/01/2000,0,1,0,1
Ferenc Novák,31,2000,10/01/2000,1,0,0,1
Maksim Opalev,21,2000,10/01/2000,0,1,0,1
Markus Oscarsson,23,2000,10/01/2000,0,1,0,1
Aneta Pastuszka-Konieczna,22,2000,10/01/2000,0,0,1,1
Leobaldo Pereira,28,2000,10/01/2000,0,1,0,1
Imre Pulai,32,2000,10/01/2000,1,0,0,1
Elena Radu,25,2000,10/01/2000,0,0,1,1
Paul Ratcliffe,26,2000,10/01/2000,0,1,0,1
Ronald Rauhe,18,2000,10/01/2000,0,0,1,1
Ibrahim Rojas,24,2000,10/01/2000,0,1,0,1
Antonio Rossi,31,2000,10/01/2000,1,0,0,1
Jan Schäfer,25,2000,10/01/2000,0,1,0,1
Thomas Schmidt,24,2000,10/01/2000,1,0,0,1
Anett Schuck,30,2000,10/01/2000,1,0,0,1
Adam Seroczynski,26,2000,10/01/2000,0,0,1,1
Beata Sokolowska-Kulesza,26,2000,10/01/2000,0,0,1,1
Michal Staniszewski,27,2000,10/01/2000,0,1,0,1
Sanda Toma,30,2000,10/01/2000,0,0,1,1
Andrew Trim,31,2000,10/01/2000,0,1,0,1
Stefan Ulm,24,2000,10/01/2000,0,1,0,1
Stefan Uteß,25,2000,10/01/2000,0,0,1,1
Krisztián Veréb,23,2000,10/01/2000,0,0,1,1
Ákos Vereckei,23,2000,10/01/2000,1,0,0,1
Erzsébet Viski,20,2000,10/01/2000,0,1,0,1
Tim Wieskötter,21,2000,10/01/2000,0,0,1,1
Marek Witkowski,26,2000,10/01/2000,0,0,1,1
Mark Zabel,27,2000,10/01/2000,0,1,0,1
Brett Anderson,20,2008,08/24/2008,0,0,1,1
Jake Arrieta,22,2008,08/24/2008,0,0,1,1
Brian Barden,27,2008,08/24/2008,0,0,1,1
Alexei Bell,24,2008,08/24/2008,0,1,0,1
Bong Jung-Keun,28,2008,08/24/2008,1,0,0,1
Matt Brown,26,2008,08/24/2008,0,0,1,1
Trevor Cahill,20,2008,08/24/2008,0,0,1,1
Frederich Cepeda,28,2008,08/24/2008,0,1,0,1
Jeremy Cummings,31,2008,08/24/2008,0,0,1,1
Alfredo Despaigne,22,2008,08/24/2008,0,1,0,1
Jason Donald,23,2008,08/24/2008,0,0,1,1
Brian Duensing,25,2008,08/24/2008,0,0,1,1
Giorvis Duvergel,28,2008,08/24/2008,0,1,0,1
Michel Enríquez,29,2008,08/24/2008,0,1,0,1
Dexter Fowler,22,2008,08/24/2008,0,0,1,1
John Gall,30,2008,08/24/2008,0,0,1,1
Gang Min-Ho,22,2008,08/24/2008,1,0,0,1
Go Yeong-Min,24,2008,08/24/2008,1,0,0,1
Norberto González,28,2008,08/24/2008,0,1,0,1
Yulieski Gourriel,24,2008,08/24/2008,0,1,0,1
Gwon Hyeok,24,2008,08/24/2008,1,0,0,1
Han Gi-Ju,21,2008,08/24/2008,1,0,0,1
Mike Hessman,30,2008,08/24/2008,0,0,1,1
Jang Won-Sam,25,2008,08/24/2008,1,0,0,1
Jeong Dae-Hyeon,29,2008,08/24/2008,1,0,0,1
Jeong Geun-U,25,2008,08/24/2008,1,0,0,1
Kevin Jepsen,24,2008,08/24/2008,0,0,1,1
Jin Gab-Yong,34,2008,08/24/2008,1,0,0,1
Kim Dong-Ju,32,2008,08/24/2008,1,0,0,1
Kim Gwang-Hyeon,20,2008,08/24/2008,1,0,0,1
Kim Hyeon-Su,20,2008,08/24/2008,1,0,0,1
Kim Min-Jae,35,2008,08/24/2008,1,0,0,1
Brandon Knight,32,2008,08/24/2008,0,0,1,1
Mike Koplove,31,2008,08/24/2008,0,0,1,1
Miguel La Hera,23,2008,08/24/2008,0,1,0,1
Matt LaPorta,23,2008,08/24/2008,0,0,1,1
Pedro Luis Lazo,35,2008,08/24/2008,0,1,0,1
Lee Dae-Ho,26,2008,08/24/2008,1,0,0,1
Lee Jin-Yeong,28,2008,08/24/2008,1,0,0,1
Lee Jong-Uk,28,2008,08/24/2008,1,0,0,1
Lee Seung-Yeop,31,2008,08/24/2008,1,0,0,1
Lee Taek-Geun,28,2008,08/24/2008,1,0,0,1
Lee Yong-Gyu,22,2008,08/24/2008,1,0,0,1
Lou Marson,22,2008,08/24/2008,0,0,1,1
Jonder Martínez,30,2008,08/24/2008,0,1,0,1
Alexander Mayeta,31,2008,08/24/2008,0,1,0,1
Rolando Meriño,37,2008,08/24/2008,0,1,0,1
Luis Miguel Navas,28,2008,08/24/2008,0,1,0,1
Blaine Neal,30,2008,08/24/2008,0,0,1,1
Jayson Nix,25,2008,08/24/2008,0,0,1,1
O Seung-Hwan,26,2008,08/24/2008,1,0,0,1
Vicyohandri Odelín,28,2008,08/24/2008,0,1,0,1
Héctor Olivera Jr.,23,2008,08/24/2008,0,1,0,1
Adiel Palma,37,2008,08/24/2008,0,1,0,1
Eduardo Paret,35,2008,08/24/2008,0,1,0,1
Park Jin-Man,31,2008,08/24/2008,1,0,0,1
Yadier Pedroso,22,2008,08/24/2008,0,1,0,1
Ariel Pestano,34,2008,08/24/2008,0,1,0,1
Luis Miguel Rodríguez,35,2008,08/24/2008,0,1,0,1
Ryu Hyeon-Jin,21,2008,08/24/2008,1,0,0,1
Elier Sánchez,21,2008,08/24/2008,0,1,0,1
Eriel Sánchez,33,2008,08/24/2008,0,1,0,1
Nate Schierholtz,24,2008,08/24/2008,0,0,1,1
Song Seung-Jun,28,2008,08/24/2008,1,0,0,1
Jeff Stevens,24,2008,08/24/2008,0,0,1,1
Stephen Strasburg,20,2008,08/24/2008,0,0,1,1
Taylor Teagarden,24,2008,08/24/2008,0,0,1,1
Terry Tiffee,29,2008,08/24/2008,0,0,1,1
Yoandri Urgellés,27,2008,08/24/2008,0,1,0,1
Norge Luis Vera,37,2008,08/24/2008,0,1,0,1
Casey Weathers,23,2008,08/24/2008,0,0,1,1
Yoon Suk-Min,22,2008,08/24/2008,1,0,0,1
Ryoji Aikawa,28,2004,08/29/2004,0,0,1,1
Craig Anderson,23,2004,08/29/2004,0,1,0,1
Yuya Ando,26,2004,08/29/2004,0,0,1,1
Danny Betancourt,23,2004,08/29/2004,1,0,0,1
Luis Borroto,21,2004,08/29/2004,1,0,0,1
Tom Brice,22,2004,08/29/2004,0,1,0,1
Adrian Burnside,27,2004,08/29/2004,0,1,0,1
Frederich Cepeda,24,2004,08/29/2004,1,0,0,1
Yorelvis Charles,25,2004,08/29/2004,1,0,0,1
Michel Enríquez,25,2004,08/29/2004,1,0,0,1
Gavin Fingleson,28,2004,08/29/2004,0,1,0,1
Atsushi Fujimoto,26,2004,08/29/2004,0,0,1,1
Kosuke Fukudome,27,2004,08/29/2004,0,0,1,1
Norberto González,24,2004,08/29/2004,1,0,0,1
Paul Gonzalez,35,2004,08/29/2004,0,1,0,1
Yulieski Gourriel,20,2004,08/29/2004,1,0,0,1
Hirotoshi Ishii,26,2004,08/29/2004,0,0,1,1
Hisashi Iwakuma,23,2004,08/29/2004,0,0,1,1
Hitoki Iwase,29,2004,08/29/2004,0,0,1,1
Kenji Johjima,28,2004,08/29/2004,0,0,1,1
Makoto Kaneko,28,2004,08/29/2004,0,0,1,1
Nick Kimpton,20,2004,08/29/2004,0,1,0,1
Takuya Kimura,32,2004,08/29/2004,0,0,1,1
Brendan Kingman,31,2004,08/29/2004,0,1,0,1
Masahide Kobayashi,30,2004,08/29/2004,0,0,1,1
Hiroki Kuroda,29,2004,08/29/2004,0,0,1,1
Pedro Luis Lazo,31,2004,08/29/2004,1,0,0,1
Craig Lewis,27,2004,08/29/2004,0,1,0,1
Graeme Lloyd,37,2004,08/29/2004,0,1,0,1
Roger Machado,30,2004,08/29/2004,1,0,0,1
Jonder Martínez,26,2004,08/29/2004,1,0,0,1
Daisuke Matsuzaka,23,2004,08/29/2004,0,0,1,1
Danny Miranda,25,2004,08/29/2004,1,0,0,1
Daisuke Miura,30,2004,08/29/2004,0,0,1,1
Shinya Miyamoto,33,2004,08/29/2004,0,0,1,1
Frank Montieth,19,2004,08/29/2004,1,0,0,1
Arihito Muramatsu,31,2004,08/29/2004,0,0,1,1
Norihiro Nakamura,31,2004,08/29/2004,0,0,1,1
Dave Nilsson,34,2004,08/29/2004,0,1,0,1
Vicyohandri Odelín,24,2004,08/29/2004,1,0,0,1
Trent Oeltjen,21,2004,08/29/2004,0,1,0,1
Michihiro Ogasawara,30,2004,08/29/2004,0,0,1,1
Wayne Ough,25,2004,08/29/2004,0,1,0,1
Chris Oxspring,27,2004,08/29/2004,0,1,0,1
Adiel Palma,33,2004,08/29/2004,1,0,0,1
Eduardo Paret,31,2004,08/29/2004,1,0,0,1
Ariel Pestano,30,2004,08/29/2004,1,0,0,1
Alexei Ramírez,22,2004,08/29/2004,1,0,0,1
Brett Roneberg,25,2004,08/29/2004,0,1,0,1
Ryan Rowland Smith,21,2004,08/29/2004,0,1,0,1
Eriel Sánchez,29,2004,08/29/2004,1,0,0,1
Antonio Scull,38,2004,08/29/2004,1,0,0,1
Naoyuki Shimizu,28,2004,08/29/2004,0,0,1,1
John Stephens,24,2004,08/29/2004,0,1,0,1
Phil Stockman,24,2004,08/29/2004,0,1,0,1
Carlos Tabares,30,2004,08/29/2004,1,0,0,1
Yoshinobu Takahashi,29,2004,08/29/2004,0,0,1,1
Brett Tamburrino,22,2004,08/29/2004,0,1,0,1
Yoshitomo Tani,31,2004,08/29/2004,0,0,1,1
Richard Thompson,20,2004,08/29/2004,0,1,0,1
Koji Uehara,29,2004,08/29/2004,0,0,1,1
Yoandri Urgellés,23,2004,08/29/2004,1,0,0,1
Osmani Urrutia,28,2004,08/29/2004,1,0,0,1
Andrew Utting,26,2004,08/29/2004,0,1,0,1
Rodney Van Buizen,23,2004,08/29/2004,0,1,0,1
Manuel Vega,29,2004,08/29/2004,1,0,0,1
Norge Luis Vera,33,2004,08/29/2004,1,0,0,1
Kazuhiro Wada,32,2004,08/29/2004,0,0,1,1
Tsuyoshi Wada,23,2004,08/29/2004,0,0,1,1
Ben Wigmore,22,2004,08/29/2004,0,1,0,1
Glenn Williams,27,2004,08/29/2004,0,1,0,1
Jeff Williams,32,2004,08/29/2004,0,1,0,1
Brent Abernathy,22,2000,10/01/2000,1,0,0,1
Kurt Ainsworth,22,2000,10/01/2000,1,0,0,1
Omar Ajete,35,2000,10/01/2000,0,1,0,1
Yosvany Aragón,26,2000,10/01/2000,0,1,0,1
Pat Borders,37,2000,10/01/2000,1,0,0,1
Sean Burroughs,20,2000,10/01/2000,1,0,0,1
Miguel Caldés,29,2000,10/01/2000,0,1,0,1
Danel Castro,24,2000,10/01/2000,0,1,0,1
José Contreras,28,2000,10/01/2000,0,1,0,1
John Cotton,29,2000,10/01/2000,1,0,0,1
Travis Dawkins,21,2000,10/01/2000,1,0,0,1
Yobal Dueñas,28,2000,10/01/2000,0,1,0,1
Adam Everett,23,2000,10/01/2000,1,0,0,1
Ryan Franklin,27,2000,10/01/2000,1,0,0,1
Chris George,21,2000,10/01/2000,1,0,0,1
Yasser Gómez,20,2000,10/01/2000,0,1,0,1
Gu Dae-Seong,31,2000,10/01/2000,0,0,1,1
Shane Heams,24,2000,10/01/2000,1,0,0,1
Hong Seong-Heun,23,2000,10/01/2000,0,0,1,1
José Ibar,31,2000,10/01/2000,0,1,0,1
Im Chang-Yong,24,2000,10/01/2000,0,0,1,1
Im Seon-Dong,27,2000,10/01/2000,0,0,1,1
Jang Seong-Ho,22,2000,10/01/2000,0,0,1,1
Marcus Jensen,27,2000,10/01/2000,1,0,0,1
Jeong Dae-Hyeon,21,2000,10/01/2000,0,0,1,1
Jeong Min-Tae,30,2000,10/01/2000,0,0,1,1
Jeong Su-Geun,23,2000,10/01/2000,0,0,1,1
Jin Pil-Jung,27,2000,10/01/2000,0,0,1,1
Kim Dong-Ju,24,2000,10/01/2000,0,0,1,1
Kim Gi-Tae,31,2000,10/01/2000,0,0,1,1
Kim Han-Su,28,2000,10/01/2000,0,0,1,1
Kim Su-Gyeong,21,2000,10/01/2000,0,0,1,1
Kim Tae-Gyun,29,2000,10/01/2000,0,0,1,1
Orestes Kindelán,35,2000,10/01/2000,0,1,0,1
Mike Kinkade,27,2000,10/01/2000,1,0,0,1
Rick Krivda,30,2000,10/01/2000,1,0,0,1
Pedro Luis Lazo,27,2000,10/01/2000,0,1,0,1
Lee Byeong-Gyu,25,2000,10/01/2000,0,0,1,1
Lee Seung-Ho,19,2000,10/01/2000,0,0,1,1
Lee Seung-Yeop,24,2000,10/01/2000,0,0,1,1
Omar Linares,32,2000,10/01/2000,0,1,0,1
Oscar Macias,31,2000,10/01/2000,0,1,0,1
Juan Manrique,33,2000,10/01/2000,0,1,0,1
Javier Méndez,36,2000,10/01/2000,0,1,0,1
Rolando Meriño,29,2000,10/01/2000,0,1,0,1
Germán Mesa,33,2000,10/01/2000,0,1,0,1
Doug Mientkiewicz,26,2000,10/01/2000,1,0,0,1
Mike Neill,30,2000,10/01/2000,1,0,0,1
Roy Oswalt,23,2000,10/01/2000,1,0,0,1
Antonio Pacheco,36,2000,10/01/2000,0,1,0,1
Park Gyeong-Wan,28,2000,10/01/2000,0,0,1,1
Park Jae-Hong,27,2000,10/01/2000,0,0,1,1
Park Jin-Man,23,2000,10/01/2000,0,0,1,1
Park Jong-Ho,27,2000,10/01/2000,0,0,1,1
Park Seok-Jin,28,2000,10/01/2000,0,0,1,1
Ariel Pestano,26,2000,10/01/2000,0,1,0,1
Gabriel Pierre,33,2000,10/01/2000,0,1,0,1
Jon Rauch,21,2000,10/01/2000,1,0,0,1
Maels Rodríguez,20,2000,10/01/2000,0,1,0,1
Anthony Sanders,26,2000,10/01/2000,1,0,0,1
Antonio Scull,35,2000,10/01/2000,0,1,0,1
Bobby Seay,22,2000,10/01/2000,1,0,0,1
Ben Sheets,22,2000,10/01/2000,1,0,0,1
Son Min-Han,25,2000,10/01/2000,0,0,1,1
Song Jin-U,34,2000,10/01/2000,0,0,1,1
Luis Ulacia,36,2000,10/01/2000,0,1,0,1
Lazaro Valle,37,2000,10/01/2000,0,1,0,1
Norge Luis Vera,29,2000,10/01/2000,0,1,0,1
Brad Wilkerson,23,2000,10/01/2000,1,0,0,1
Todd Williams,29,2000,10/01/2000,1,0,0,1
Ernie Young,31,2000,10/01/2000,1,0,0,1
Tim Young,26,2000,10/01/2000,1,0,0,1
Nicola Adams,29,2012,08/12/2012,1,0,0,1
Misha Aloyan,23,2012,08/12/2012,0,0,1,1
Lázaro Álvarez,21,2012,08/12/2012,0,0,1,1
Adriana Araújo,31,2012,08/12/2012,0,0,1,1
Abbos Atayev,26,2012,08/12/2012,0,0,1,1
David Ayrapetyan,28,2012,08/12/2012,0,0,1,1
Paddy Barnes,25,2012,08/12/2012,0,0,1,1
Denys Berinchyk,24,2012,08/12/2012,0,1,0,1
Roberto Cammarelle,32,2012,08/12/2012,0,1,0,1
Luke Campbell,24,2012,08/12/2012,1,0,0,1
Mavzuna Choriyeva,19,2012,08/12/2012,0,0,1,1
Michael Conlan,20,2012,08/12/2012,0,0,1,1
Ivan Dychko,21,2012,08/12/2012,0,0,1,1
Marlen Esparza,23,2012,08/12/2012,0,0,1,1
Fred Evans,21,2012,08/12/2012,0,1,0,1
Esquiva Florentino,22,2012,08/12/2012,0,1,0,1
Yamaguchi Florentino,24,2012,08/12/2012,0,0,1,1
Han Sun-Cheol,27,2012,08/12/2012,0,1,0,1
Oleksandr Hvozdyk,25,2012,08/12/2012,0,0,1,1
Roniel Iglesias,23,2012,08/12/2012,1,0,0,1
Anthony Joshua,22,2012,08/12/2012,1,0,0,1
M. C. Mary Kom,29,2012,08/12/2012,0,0,1,1
Li Jinzi,22,2012,08/12/2012,0,0,1,1
Vasyl Lomachenko,24,2012,08/12/2012,1,0,0,1
Vincenzo Mangiacapre,23,2012,08/12/2012,0,0,1,1
Yegor Mekhontsev,27,2012,08/12/2012,1,0,0,1
Ryota Murata,26,2012,08/12/2012,1,0,0,1
M?h?mm?dr?sul M?cidov,25,2012,08/12/2012,0,0,1,1
Teymur M?mm?dov,19,2012,08/12/2012,0,0,1,1
John Joe Nevin,23,2012,08/12/2012,0,1,0,1
Adilbek Niyazymbetov,23,2012,08/12/2012,0,1,0,1
Nyambayaryn Tögstsogt,20,2012,08/12/2012,0,1,0,1
Sofya Ochigava,25,2012,08/12/2012,0,1,0,1
Anthony Ogogo,23,2012,08/12/2012,0,0,1,1
Evaldas Petrauskas,20,2012,08/12/2012,0,0,1,1
Kaeo Pongprayoon,32,2012,08/12/2012,0,1,0,1
Tervel Pulev,29,2012,08/12/2012,0,0,1,1
Robeisy Ramírez,18,2012,08/12/2012,1,0,0,1
Ren Cancan,24,2012,08/12/2012,0,1,0,1
Clemente Russo,30,2012,08/12/2012,0,1,0,1
Serik Sapiyev,28,2012,08/12/2012,1,0,0,1
Taras Shelestiuk,26,2012,08/12/2012,0,0,1,1
Claressa Shields,17,2012,08/12/2012,1,0,0,1
Satoshi Shimizu,26,2012,08/12/2012,0,0,1,1
Katie Taylor,26,2012,08/12/2012,1,0,0,1
Yasnier Toledo,22,2012,08/12/2012,0,0,1,1
Nadezhda Torlopova,33,2012,08/12/2012,0,1,0,1
Uranchimegiin Mönkh-Erdene,30,2012,08/12/2012,0,0,1,1
Oleksandr Usik,25,2012,08/12/2012,1,0,0,1
Marina Volnova,23,2012,08/12/2012,0,0,1,1
Andrey Zamkovoy,25,2012,08/12/2012,0,0,1,1
Zou Shiming,31,2012,08/12/2012,1,0,0,1
Osmay Acosta,23,2008,08/24/2008,0,0,1,1
Georgiy Balakshin,28,2008,08/24/2008,0,0,1,1
Carlos Banteux,21,2008,08/24/2008,0,1,0,1
Paddy Barnes,21,2008,08/24/2008,0,0,1,1
Manus Boonjumnong,28,2008,08/24/2008,0,1,0,1
Roberto Cammarelle,28,2008,08/24/2008,1,0,0,1
Rakhim Chakhkiyev,25,2008,08/24/2008,1,0,0,1
Emilio Correa Jr.,22,2008,08/24/2008,0,1,0,1
James DeGale,22,2008,08/24/2008,1,0,0,1
Félix Díaz,24,2008,08/24/2008,1,0,0,1
Khédafi Djelkhir,24,2008,08/24/2008,0,1,0,1
Kenny Egan,26,2008,08/24/2008,0,1,0,1
Enkhbatyn Badar-Uugan,23,2008,08/24/2008,1,0,0,1
Vaeceslav Gojan,25,2008,08/24/2008,0,0,1,1
Hanati Silamu,23,2008,08/24/2008,0,0,1,1
Yampier Hernández,23,2008,08/24/2008,0,0,1,1
V'iacheslav Hlazkov,23,2008,08/24/2008,0,0,1,1
Roniel Iglesias,19,2008,08/24/2008,0,0,1,1
Sahin Imranov,27,2008,08/24/2008,0,0,1,1
Hrachik Javakhyan,24,2008,08/24/2008,0,0,1,1
Tony Jeffries,23,2008,08/24/2008,0,0,1,1
Somjit Jongjohor,33,2008,08/24/2008,1,0,0,1
Bruno Julie,30,2008,08/24/2008,0,0,1,1
Yakup Kiliç,22,2008,08/24/2008,0,0,1,1
Kim Jeong-Ju,26,2008,08/24/2008,0,0,1,1
Andry Laffita,30,2008,08/24/2008,0,1,0,1
Yankiel León,26,2008,08/24/2008,0,1,0,1
Vasyl Lomachenko,20,2008,08/24/2008,1,0,0,1
Vincenzo Picardi,24,2008,08/24/2008,0,0,1,1
David Price,25,2008,08/24/2008,0,0,1,1
Pürevdorjin Serdamba,23,2008,08/24/2008,0,1,0,1
Clemente Russo,26,2008,08/24/2008,0,1,0,1
Bakhyt Sarsekbayev,26,2008,08/24/2008,1,0,0,1
Yerkebulan Shynaliyev,20,2008,08/24/2008,0,0,1,1
Vijender Singh,22,2008,08/24/2008,0,0,1,1
Daouda Sow,25,2008,08/24/2008,0,1,0,1
Darren Sutherland,26,2008,08/24/2008,0,0,1,1
Aleksey Tishchenko,24,2008,08/24/2008,1,0,0,1
Yordenis Ugás,22,2008,08/24/2008,0,0,1,1
Alexis Vastine,21,2008,08/24/2008,0,0,1,1
Deontay Wilder,22,2008,08/24/2008,0,0,1,1
Zhang Xiaoping,26,2008,08/24/2008,1,0,0,1
Zhang Zhilei,25,2008,08/24/2008,0,1,0,1
Zou Shiming,27,2008,08/24/2008,1,0,0,1
Mohamed Aly,29,2004,08/29/2004,0,1,0,1
Lorenzo Aragon,30,2004,08/29/2004,0,1,0,1
Magomed Aripgadzhiyev,26,2004,08/29/2004,0,1,0,1
Bakhtiyar Artayev,21,2004,08/29/2004,1,0,0,1
Fuad Aslanov,21,2004,08/29/2004,0,0,1,1
Yan Barthelemí,24,2004,08/29/2004,1,0,0,1
Manus Boonjumnong,24,2004,08/29/2004,1,0,0,1
Roberto Cammarelle,24,2004,08/29/2004,0,0,1,1
Andre Dirrell,21,2004,08/29/2004,0,0,1,1
Mohamed El-Sayed,31,2004,08/29/2004,0,0,1,1
Naser El-Shami,22,2004,08/29/2004,0,0,1,1
Yuriorkis Gamboa,22,2004,08/29/2004,1,0,0,1
Gaydarbek Gaydarbekov,27,2004,08/29/2004,1,0,0,1
Boris Georgiev,21,2004,08/29/2004,0,0,1,1
Ionut Gheorghe,20,2004,08/29/2004,0,0,1,1
Gennady Golovkin,22,2004,08/29/2004,0,1,0,1
Ahmed Ismail,28,2004,08/29/2004,0,0,1,1
Jo Seok-Hwan,24,2004,08/29/2004,0,0,1,1
Yudel Johnson,23,2004,08/29/2004,0,1,0,1
Sergey Kazakov,28,2004,08/29/2004,0,0,1,1
Amir Khan,17,2004,08/29/2004,0,1,0,1
Utkirbek Khaydarov,30,2004,08/29/2004,0,0,1,1
Murat Khrachov,21,2004,08/29/2004,0,0,1,1
Kim Jeong-Ju,22,2004,08/29/2004,0,0,1,1
Kim Song-Guk,20,2004,08/29/2004,0,1,0,1
Mario Kindelán,33,2004,08/29/2004,1,0,0,1
Michel López,27,2004,08/29/2004,0,0,1,1
Agasi M?mm?dov,24,2004,08/29/2004,0,0,1,1
Worapoj Petchkoom,23,2004,08/29/2004,0,1,0,1
Aleksandr Povetkin,24,2004,08/29/2004,1,0,0,1
Suriya Prasathinphimai,24,2004,08/29/2004,0,0,1,1
